disaster_number,historic,classification_key,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,event_name,iso_code,country,subregion,region,location,origin,associated_types,ofda_bha_response,appeal,declaration,magnitude,magnitude_scale,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,num_injured,num_affected,num_homeless,total_affected,insured_damage_000s_usd,insured_damage_adjusted_000s_usd,total_damage_000s_usd,total_damage_adjusted_000s_usd,cpi,entry_date,last_update,start_date,end_date,days_lasted
2008-0638-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Orting town (Pierce district, Washington province), Chehalus town (Lewis district, Washington), Oregon province",Heavy rains,,No,No,No,35110.0,Km2,2008,12,29,2009,1,16,,,30000.0,,30000.0,,,,,70.66008903450533,2009-01-28,2023-09-25,2008-12-29,2009-01-16,18
2008-0645-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,Suffolk district (Virginia province),,,No,No,No,240.0,Kph,2008,4,28,2008,4,28,,200.0,,,200.0,62500.0,88452.0,110000.0,155675.0,70.66008903450533,2009-03-18,2023-09-25,2008-04-28,2008-04-28,0
2008-0654-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Massachusetts, New York, Maine, New Hampshire, Vermont provinces",,,No,No,No,,Kph,2008,12,11,2008,12,22,5.0,,,,,275000.0,389187.0,360000.0,509481.0,70.66008903450533,2009-03-25,2023-09-25,2008-12-11,2008-12-22,11
2009-0056-USA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,USA,United States of America,Northern America,Americas,"Texas, Pennsylvania, Oklahoma, Kentucky, Missouri, Arkansas, District of Columbia provinces",,,No,No,No,,°C,2009,1,26,2009,1,28,58.0,,,,,565000.0,802456.0,1100000.0,1562303.0,70.40886175693409,2010-03-15,2023-09-25,2009-01-26,2009-01-28,2
2009-0106-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"North Dakota, Minnesota provinces","Snowmelt, hevay rain",,No,No,Yes,39740.0,Km2,2009,3,24,2009,4,20,2.0,60.0,5000.0,,5060.0,,,166000.0,235766.0,70.40886175693409,2010-03-05,2023-09-25,2009-03-24,2009-04-20,27
2009-0140-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Arkansas, Alabama, Georgia, Kentucky, Louisiana, Missouri, South Carolina, Tennessee provinces",,Fire,No,No,Yes,,Kph,2009,4,9,2009,4,10,9.0,72.0,750.0,,822.0,1150000.0,1633317.0,1700000.0,2414469.0,70.40886175693409,2010-03-03,2023-09-25,2009-04-09,2009-04-10,1
2009-0178-USA,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,USA,United States of America,Northern America,Americas,Santa Barbara district (California province),Record temperatures and strong winds,,No,No,No,,Km2,2009,5,5,2009,5,11,,29.0,,234.0,263.0,,,100000.0,142028.0,70.40886175693409,2010-03-07,2023-09-25,2009-05-05,2009-05-11,6
2009-0184-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Virginia, Kentucky provinces",Heavy rain,"Slide (land, mud, snow, rock)",No,No,Yes,16460.0,Km2,2009,5,3,2009,5,10,,,,900.0,900.0,,,,,70.40886175693409,2010-01-12,2023-09-25,2009-05-03,2009-05-10,7
2009-0190-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,Florida province,Heavy rain,,No,No,Yes,82060.0,Km2,2009,4,6,2009,4,9,,,1000.0,,1000.0,,,,,70.40886175693409,2010-01-12,2023-09-25,2009-04-06,2009-04-09,3
2009-0244-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Dallas, Tarrant, Harris, Galveston, Swisher districts (Texas province)",,Flood|Hail,No,No,No,,Kph,2009,4,16,2009,4,18,6.0,,,,,200000.0,284055.0,240000.0,340866.0,70.40886175693409,2010-03-05,2023-09-25,2009-04-16,2009-04-18,2
2009-0287-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Ohio, Oklahoma, Kentucky, Texas, Tennessee, Pennsylvania, West Virginia, Maryland, Washington provinces",,Rain,No,No,No,146.0,Kph,2009,2,10,2009,2,13,16.0,50.0,,,50.0,1350000.0,1917372.0,2500000.0,3550689.0,70.40886175693409,2010-03-08,2023-09-25,2009-02-10,2009-02-13,3
2009-0342-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Bill,USA,United States of America,Northern America,Americas,Maine province,,Surge,No,No,No,,Kph,2009,8,23,2009,8,23,3.0,9.0,,,9.0,,,,,70.40886175693409,2009-09-10,2023-09-25,2009-08-23,2009-08-23,0
2009-0349-USA,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,USA,United States of America,Northern America,Americas,"Los Angeles, Monterey districts (California province)",,,No,No,Yes,,Km2,2009,7,7,2009,10,27,2.0,,,192.0,192.0,,,,,70.40886175693409,2010-01-12,2023-09-25,2009-07-07,2009-10-27,112
2009-0405-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Douglas, Floyd, Carroll, Fulton, DeKalb, Cobb, Clayton, Gwinnett districts (Georgia province), Alabama, North Carolina,Tennessee provinces",Heavy rains,,No,No,Yes,,Km2,2009,9,20,2009,9,21,9.0,,3000.0,,3000.0,200000.0,284055.0,500000.0,710138.0,70.40886175693409,2010-03-05,2023-09-25,2009-09-20,2009-09-21,1
2009-0477-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,"Hurricane ""Ida""",USA,United States of America,Northern America,Americas,"Kent, Sussex districts (Delaware province), Atlantic, Burlington, Cape May, Cumberland, Monmouth, Ocean districts (New Jersey province), Virginia, New York, North Carolina, Pennsylvannia provinces",,Flood,No,No,Yes,,Kph,2009,11,9,2009,11,10,6.0,,,,,,,600000.0,852165.0,70.40886175693409,2010-01-12,2023-09-25,2009-11-09,2009-11-10,1
2009-0599-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Alabama, North Carolina, South Dakota, Pennsylvania, Texas, Oklahoma provinces",,,No,No,Yes,,Kph,2009,12,23,2009,12,25,19.0,,,,,,,,,70.40886175693409,2010-03-10,2023-09-25,2009-12-23,2009-12-25,2
2009-0601-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Texas, Nebraska, Oklahoma, Kansas, North Carolina, Alabama, Missouri, Arkansas, Pennsylvania, Tennessee, Mississippi, South Carolina, Kentucky provinces",,Flood|Hail,No,No,No,128.0,Kph,2009,6,10,2009,6,18,1.0,2.0,,,2.0,1100000.0,1562303.0,2000000.0,2840552.0,70.40886175693409,2010-03-08,2023-09-25,2009-06-10,2009-06-18,8
2009-0603-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Denver, Wheat Ridge, Lakewood, Arvada areas (Denver district, Colorado province)",,Hail,No,No,No,,Kph,2009,7,20,2009,7,21,1.0,,,,,800000.0,1136221.0,1000000.0,1420276.0,70.40886175693409,2010-03-08,2023-09-25,2009-07-20,2009-07-21,1
2009-0604-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Illinois, Missouri provinces",,,No,No,No,,Kph,2009,5,7,2009,5,9,7.0,,,,,600000.0,852165.0,850000.0,1207234.0,70.40886175693409,2010-03-08,2023-09-25,2009-05-07,2009-05-09,2
2009-0644-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Texas, Missouri, Louisiana provinces",,Hail,No,No,No,,Kph,2009,3,26,2009,3,28,6.0,25.0,,,25.0,800000.0,1136221.0,1500000.0,2130414.0,70.40886175693409,2010-08-04,2023-09-25,2009-03-26,2009-03-28,2
2010-0027-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,USA,United States of America,Northern America,Americas,"Ferndale, Eureka cities (Humboldt district, California province)",,,No,No,No,6.5,Moment Magnitude,2010,1,10,2010,1,10,,30.0,600.0,,630.0,,,12500.0,17467.0,71.56359557518887,2011-01-06,2023-09-25,2010-01-10,2010-01-10,0
2010-0045-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"New Jersey, Pennsylvania, Maryland, North Carolina, Delaware, District of Columbia, Virginia provinces",,,No,No,Yes,,Kph,2010,2,5,2010,2,11,2.0,,,,,,,2000000.0,2794717.0,71.56359557518887,2010-02-16,2023-09-25,2010-02-05,2010-02-11,6
2010-0089-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"New York, District of Columbia, New Jersey, Pennsylvania, New Hampshire, Massachusetts, Maine, Connecticut, Rhode Island, Vermont provinces",,,No,No,Yes,151.0,Kph,2010,2,23,2010,2,28,1.0,,,,,450000.0,628811.0,500000.0,698679.0,71.56359557518887,2011-03-16,2023-09-25,2010-02-23,2010-02-28,5
2010-0162-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,Rhode Island province,Hevay rains,,No,No,Yes,240301.0,Km2,2010,3,27,2010,3,31,,,,,,,,,,71.56359557518887,2011-01-10,2023-09-25,2010-03-27,2010-03-31,4
2010-0163-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Yazoo district (Mississippi province), Alabama, Louisiana, Arkansas, Georgia, Tennessee provinces",,,No,No,Yes,241.0,Kph,2010,4,24,2010,4,24,12.0,70.0,2700.0,,2770.0,,,,,71.56359557518887,2010-05-26,2023-09-25,2010-04-24,2010-04-24,0
2010-0187-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Alabama, Arkansas, Mississippi, Kentucky, Tennessee provinces",Heavy rains,Flood,No,No,No,320.0,Kph,2010,4,30,2010,5,3,30.0,,8000.0,,8000.0,800000.0,1117887.0,2350000.0,3283793.0,71.56359557518887,2011-03-16,2023-09-25,2010-04-30,2010-05-03,3
2010-0196-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,Oklahoma province,,Hail,No,No,No,,Kph,2010,5,12,2010,5,16,5.0,58.0,,,58.0,2000000.0,2794717.0,2700000.0,3772868.0,71.56359557518887,2011-03-16,2023-09-25,2010-05-12,2010-05-16,4
2010-0225-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Arkansas, Oklahoma provinces",Heavy rains,,No,No,No,,Km2,2010,6,10,2010,6,11,20.0,,,,,,,,,71.56359557518887,2010-07-02,2023-09-25,2010-06-10,2010-06-11,1
2010-0468-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Earl,USA,United States of America,Northern America,Americas,"North Carolina, Virginia, Maryland, Massachusetts, Rhode Island provinces",,Rain,No,No,Yes,,Kph,2010,9,3,2010,9,3,1.0,,,,,,,100000.0,139736.0,71.56359557518887,2010-10-14,2023-09-25,2010-09-03,2010-09-03,0
2010-0522-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Hermine,USA,United States of America,Northern America,Americas,Texas province,,Flood,No,No,No,,Kph,2010,9,7,2010,9,11,8.0,,,,,,,,,71.56359557518887,2010-10-06,2023-09-25,2010-09-07,2010-09-11,4
2010-0612-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Connecticut, Massachusetts, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island provinces",,Flood,No,No,No,,Kph,2010,3,13,2010,3,15,11.0,,,,,1220000.0,1704777.0,1500000.0,2096038.0,71.56359557518887,2011-03-16,2023-09-25,2010-03-13,2010-03-15,2
2010-0651-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Kern, Orange, Riverside, San Bernardino, San Luis Obispo, Tulare districts (California province), Utah, Nevada, Arizona provinces",Heavy rains,,No,No,Yes,355567.0,Km2,2010,12,19,2010,12,19,,,1000.0,,1000.0,,,,,71.56359557518887,2012-11-13,2023-09-25,2010-12-19,2010-12-19,0
2010-0655-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Boston city (Suffolk district, Massachusetts province), Philadelphia district (Pennsylvania province), Fulton, DeKalb, Cobb, Clayton, Gwinnett districts (Georgia province), New York, North Carolina, Delaware, Maryland, Rhode Island, Virginia provinces",,,No,No,Yes,,Kph,2010,12,26,2010,12,26,,,,,,,,,,71.56359557518887,2011-01-05,2023-09-25,2010-12-26,2010-12-26,0
2010-0663-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Arkansas, Missouri, Illinois provinces",,,No,No,No,,Kph,2010,12,31,2011,1,1,8.0,13.0,,,13.0,,,,,71.56359557518887,2012-01-06,2023-09-25,2010-12-31,2011-01-01,1
2010-0689-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Montana, Nebraska provinces",,Flood,No,No,No,,Kph,2010,6,17,2010,6,20,20.0,100.0,,,100.0,800000.0,1117887.0,,,71.56359557518887,2011-03-17,2023-09-25,2010-06-17,2010-06-20,3
2010-0690-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Colorado, Georgia, Illinois, Kansas, North Carolina, New Mexico, Oklahoma, South Carolina provinces",,Flood|Hail,No,No,No,97.0,Kph,2010,5,10,2010,5,16,20.0,,,,,,,,,71.56359557518887,2011-03-17,2023-09-25,2010-05-10,2010-05-16,6
2011-0029-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Oklahoma, Texas, Missouri, Wisconsin, Minnesota, Colorado, Wyoming, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, New York, New Jersey, Pennsylvania provinces",,Cold wave,No,No,No,,Kph,2011,1,31,2011,2,2,39.0,,,,,1425000.0,1930299.0,1900000.0,2573732.0,73.82275085973603,2012-01-06,2023-09-25,2011-01-31,2011-02-02,2
2011-0134-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Mississippi, Alabama, Oklahoma, Texas, North Carolina, Kansas provinces",,,No,No,Yes,260.0,Kph,2011,4,14,2011,4,16,46.0,43.0,,,43.0,1500000.0,2031894.0,2000000.0,2709192.0,73.82275085973603,2012-03-29,2023-09-25,2011-04-14,2011-04-16,2
2011-0140-USA,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,USA,United States of America,Northern America,Americas,Texas province,,,No,No,No,,Km2,2011,4,9,2011,4,30,2.0,5.0,,1300.0,1305.0,,,183000.0,247891.0,73.82275085973603,2012-01-03,2023-09-25,2011-04-09,2011-04-30,21
2011-0145-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Alabama, Arkansas, Kentucky, Mississippi, Missouri, Tennessee, Oklahoma provinces",,Flood,No,No,Yes,,Kph,2011,4,22,2011,4,29,354.0,2200.0,,15000.0,17200.0,8000000.0,10836768.0,11000000.0,14900556.0,73.82275085973603,2012-03-29,2023-11-10,2011-04-22,2011-04-29,7
2011-0166-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Illinois, Missouri, Kentucky, Tennessee, Mississppi provinces",Heavy rains and melting snow,,No,No,No,239421.0,Km2,2011,5,1,2011,5,24,1.0,,25000.0,,25000.0,,,,,73.82275085973603,2011-05-31,2023-09-25,2011-05-01,2011-05-24,23
2011-0172-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Jasper, Newton districts (Missouri province)",,,No,No,No,320.0,Kph,2011,5,20,2011,5,25,176.0,1150.0,,,1150.0,6900000.0,9346712.0,14000000.0,18964343.0,73.82275085973603,2012-04-04,2023-09-25,2011-05-20,2011-05-25,5
2011-0189-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Missouri, Kansas, Texas provinces",,,No,No,No,,Kph,2011,5,24,2011,5,24,11.0,,,,,,,,,73.82275085973603,2011-05-31,2023-09-25,2011-05-24,2011-05-24,0
2011-0195-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Illinois, Massachusetts, Michigan, Minnesota, North Dakota provinces",,Flood|Hail,No,No,Yes,260.0,Kph,2011,5,29,2011,6,1,3.0,200.0,,,200.0,450000.0,609568.0,,,73.82275085973603,2012-04-04,2023-09-25,2011-05-29,2011-06-01,3
2011-0264-USA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,USA,United States of America,Northern America,Americas,"New York, Washington, Texas, Ohio, Maine, Iowa, Illinois, Minnesota, Nebraska, Wisconsin, South Dakota provinces",,,No,No,No,50.0,°C,2011,7,19,2011,7,22,22.0,,,,,,,,,73.82275085973603,2011-08-02,2023-09-25,2011-07-19,2011-07-22,3
2011-0328-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Irene,USA,United States of America,Northern America,Americas,"New York, New Jersey, Pennsylvania, North Carolina, Virginia, Maryland, District of Columbia, Connecticut, Florida provinces",,Flood,No,No,No,,Kph,2011,8,27,2011,9,13,46.0,,370000.0,,370000.0,,,7300000.0,9888551.0,73.82275085973603,2011-11-07,2023-11-10,2011-08-27,2011-09-13,17
2011-0349-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,Bastrop district (Texas province),"Drought, high temperatures and strong winds",,No,No,No,,Km2,2011,9,4,2011,9,9,4.0,,,4800.0,4800.0,450000.0,609568.0,1000000.0,1354596.0,73.82275085973603,2012-04-05,2023-09-25,2011-09-04,2011-09-09,5
2011-0425-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Charlotte town (Mecklenburg district, North Carolina province)",Torrential rains,,No,No,No,26044.0,Km2,2011,8,6,2011,8,9,2.0,,100.0,,100.0,86000.0,116495.0,,,73.82275085973603,2011-11-07,2023-09-25,2011-08-06,2011-08-09,3
2011-0444-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"New York, New Jersey, Connecticut, Massachusetts provinces",,,No,No,Yes,,Kph,2011,10,29,2011,10,31,29.0,,,,,800000.0,1083677.0,3000000.0,4063788.0,73.82275085973603,2011-11-08,2023-09-25,2011-10-29,2011-10-31,2
2011-0456-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Tropical Storm Lee,USA,United States of America,Northern America,Americas,"Louisiana, Mississippi, Alabama, Texas, New York, Pennsylvania, District of Columbia, Georgia, Maryland, Tennessee, Virginia provinces",,Flood,No,No,Yes,75.0,Kph,2011,9,4,2011,9,9,15.0,,600.0,,600.0,560000.0,758574.0,750000.0,1015947.0,73.82275085973603,2012-04-04,2023-09-25,2011-09-04,2011-09-09,5
2011-0527-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Colorado, New Mexico provinces",,,No,No,No,,Kph,2011,12,20,2011,12,20,6.0,,,,,,,,,73.82275085973603,2011-12-21,2023-09-25,2011-12-20,2011-12-20,0
2011-0607-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania provinces",,,No,No,No,,Kph,2011,1,7,2011,1,12,11.0,,,,,,,,,73.82275085973603,2012-01-06,2023-09-25,2011-01-07,2011-01-12,5
2011-0608-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania, Tennessee provinces",,,No,No,No,,Kph,2011,1,17,2011,1,24,10.0,,,,,,,,,73.82275085973603,2012-01-06,2023-09-25,2011-01-17,2011-01-24,7
